,Date,compound
558,2021-09-25,0.0241875
559,2021-09-26,0.20500000000000002
560,2021-09-27,-0.06625
561,2021-09-28,0.030128571428571425
562,2021-09-29,0.09965
563,2021-09-30,0.3838
564,2021-10-01,0.20095
565,2021-10-02,0.32881
566,2021-10-03,0.3539625
567,2021-10-04,-0.0258
568,2021-10-05,0.0
569,2021-10-06,0.0
570,2021-10-07,0.49814615384615385
571,2021-10-08,0.22578333333333334
572,2021-10-09,0.17291818181818183
573,2021-10-10,0.5748666666666666
574,2021-10-11,0.08659285714285714
575,2021-10-12,0.17225000000000001
576,2021-10-13,0.0
577,2021-10-14,0.20147142857142858
578,2021-10-15,0.311
579,2021-10-16,0.26335
580,2021-10-17,0.12513846153846153
581,2021-10-18,0.4141333333333333
582,2021-10-19,0.23087142857142856
583,2021-10-20,-0.0017428571428571332
584,2021-10-21,0.05118333333333333
585,2021-10-22,0.09853
586,2021-10-23,0.3498333333333333
587,2021-10-24,0.04773999999999999
588,2021-10-25,0.018382352941176464
589,2021-10-26,0.24340714285714288
590,2021-10-27,0.228175
591,2021-10-28,0.09033
592,2021-10-29,0.04521538461538462
593,2021-10-30,0.1101
594,2021-10-31,0.11674000000000001
595,2021-11-01,0.14284666666666665
596,2021-11-02,0.1382375
597,2021-11-03,0.10004285714285714
598,2021-11-04,0.1736090909090909
599,2021-11-05,0.0
600,2021-11-06,0.18215454545454549
601,2021-11-07,0.2332125
602,2021-11-08,0.1190125
603,2021-11-09,0.11005
604,2021-11-10,0.08604285714285716
605,2021-11-11,0.418
606,2021-11-12,0.117175
607,2021-11-13,0.13086
608,2021-11-14,0.09749999999999999
609,2021-11-15,0.14029375
610,2021-11-16,0.17826
611,2021-11-17,0.566825
612,2021-11-18,-0.020476470588235297
613,2021-11-19,0.033525
614,2021-11-20,0.19521000000000002
615,2021-11-21,0.18418571428571426
616,2021-11-22,0.157996
617,2021-11-23,0.12143333333333334
618,2021-11-24,0.049929999999999995
619,2021-11-25,0.27712857142857145
620,2021-11-26,0.249425
621,2021-11-27,0.12257
622,2021-11-28,0.0
623,2021-11-29,0.213125
624,2021-11-30,0.08876666666666666
625,2021-12-01,0.07198333333333334
